POP	Inversion	Type	CHR	StartNonRecombining	EndOutside	StartInside	EndInside	StartOutside	EndNonRecombining	SizeInside	SizeUsable	Len	ncd1_rawp_0.5	ncd1_rawp_0.4	ncd1_rawp_0.3	ncd2_rawp_0.5	ncd2_rawp_0.4	ncd2_rawp_0.3	ncd1_corp_0.5	ncd1_corp_0.4	ncd1_corp_0.3	ncd2_corp_0.5	ncd2_corp_0.4	ncd2_corp_0.3
GBR	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.599223475610384	0.582231730684136	0.436593789039748	0.0921851425065076	0.0995336631295878	0.115522813577801	0.815350389321468	0.809788654060067	0.71412680756396	0.550611790878754	0.5706340378198	0.628476084538376
GIH	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.498344224264641	0.507048536533741	0.355119412336647	0.0954002665701967	0.102926202860079	0.110038468203638	0.794816414686825	0.801295896328294	0.690064794816415	0.56695464362851	0.592872570194384	0.61231101511879
GWD	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.0115255199854363	0.00923470094359098	0.00760412556475658	0.0850342363668767	0.0861785578056972	0.0932516788739528	0.0981963927855711	0.0871743486973948	0.0761523046092184	0.542084168336673	0.545090180360721	0.572144288577154
IBS	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.363218301096991	0.315794331786929	0.200645527310713	0.0661288926766413	0.0731386717511526	0.0807673947366637	0.714137214137214	0.675675675675676	0.518711018711019	0.46049896049896	0.492723492723493	0.542619542619543
ITU	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.122412942625506	0.0825081784150368	0.0221815865368611	0.0770170963893089	0.0823623101021509	0.0868242316354982	0.360165118679051	0.276573787409701	0.105263157894737	0.493292053663571	0.515995872033024	0.535603715170279
JPT	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.703978069722225	0.656968837483862	0.504321561724634	0.0607462887257942	0.0645273029768463	0.0702465887585068	0.853348729792148	0.818706697459584	0.729792147806005	0.430715935334873	0.452655889145497	0.468822170900693
KHV	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.112847974789429	0.0664657527244776	0.00935861860852351	0.0639696503646469	0.0665082555681274	0.0698282470540977	0.323366555924695	0.230343300110742	0.0598006644518272	0.450719822812846	0.462901439645626	0.476190476190476
LWK	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.0132210567639091	0.00966316160652016	0.00564799028646419	0.0553839546687878	0.0601660228656528	0.0651036829228407	0.0920920920920921	0.0780780780780781	0.041041041041041	0.419419419419419	0.449449449449449	0.48048048048048
MSL	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.00267879315889966	0.00166553806333478	0.00135658572839245	0.103096217630939	0.0994530481370048	0.100451584675501	0.0217864923747277	0.0174291938997821	0.0108932461873638	0.596949891067538	0.59041394335512	0.596949891067538
MXL	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.451169656103396	0.401785475614483	0.271907035646026	0.0489295279742005	0.0521900314103156	0.0561262102521256	0.744385026737968	0.715508021390374	0.588235294117647	0.361497326203209	0.381818181818182	0.402139037433155
PEL	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.636384591656776	0.696730806627908	0.752412373346208	0.0790980605673732	0.0854519184408481	0.0922407914799344	0.881521739130435	0.907608695652174	0.942391304347826	0.495652173913044	0.515217391304348	0.540217391304348
PJL	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.236725521231513	0.18860181829616	0.087224874546051	0.148692525057245	0.158578641904119	0.162502223189925	0.56832298136646	0.502070393374741	0.336438923395445	0.687370600414079	0.701863354037267	0.699792960662526
PUR	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.0550444661663224	0.0369260925838313	0.0121529044211895	0.0840057062429621	0.088666970607443	0.0923981284985816	0.257056451612903	0.192540322580645	0.0907258064516129	0.529233870967742	0.548387096774194	0.5625
STU	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.0836265733708741	0.0538907937280821	0.0107835689397748	0.0893877848855593	0.0988100369513372	0.122813054623941	0.290155440414508	0.204145077720207	0.0580310880829016	0.534715025906736	0.558549222797928	0.635233160621762
TSI	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.539163475252441	0.501243623759934	0.33864199131598	0.0885059695388943	0.0960907250221925	0.102595078746048	0.806553911205074	0.785412262156448	0.654334038054968	0.53276955602537	0.553911205073996	0.571881606765328
YRI	HsInv0063	long	7	70420806	70420967	70426186	70438879	70438888	70439181	12694	13150	18375	0.00597459177899412	0.00448634581596259	0.00393804467168781	0.0440172068454183	0.0482049734691406	0.0585600482776281	0.0591775325977934	0.0431293881644935	0.0310932798395186	0.362086258776329	0.385155466399198	0.446339017051153
ACB	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.762653098853604	0.785561247492675	0.82744232884325	0.613332502543962	0.557711021823302	0.510727501615277	0.972505091649694	0.980651731160896	0.983706720977597	0.985743380855397	0.974541751527495	0.954175152749491
ASW	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.553269689557926	0.569666801138592	0.601321774389963	0.334268562863073	0.31357502079244	0.338305513432274	0.905930470347648	0.914110429447853	0.925357873210634	0.857873210633947	0.837423312883436	0.855828220858896
BEB	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.669870219642905	0.643244167100281	0.556465659669339	0.212164460474974	0.202320439124861	0.1779935120219	0.847176079734219	0.829457364341085	0.781838316722038	0.704318936877076	0.686600221483942	0.64562569213732
CDX	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.339178536766356	0.317625838181693	0.309671168155942	1	1	1	0.89625	0.875	0.87125
CEU	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.129424574915827	0.120530155523426	0.127772885511782	1	1	1	0.526497695852535	0.504608294930876	0.525345622119816
CHB	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.476588272065165	0.451427082695519	0.399377453458083	1	1	1	0.951364175563464	0.941874258600237	0.914590747330961
CHS	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.360723618380426	0.385892134473057	0.395283993846423	1	1	1	0.910411622276029	0.921307506053269	0.933414043583535
CLM	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.226477954267413	0.227136789966282	0.260201111984166	1	1	1	0.714880332986472	0.720083246618106	0.753381893860562
ESN	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.130178118740593	0.107533988133423	0.0632807156339641	0.329221630121429	0.302423818864808	0.269511662444309	0.380612244897959	0.338775510204082	0.219387755102041	0.851020408163265	0.826530612244898	0.786734693877551
FIN	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.156737868070373	0.150690025899817	0.158061172403462	1	1	1	0.623076923076923	0.61025641025641	0.629487179487179
GBR	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.123153707724578	0.117392086251694	0.129577805521143	1	1	1	0.500611995104039	0.485924112607099	0.514075887392901
GIH	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.577802907452804	0.530655252059917	0.39279621604437	0.220223078845842	0.190321776900391	0.15469536488892	0.801791713325868	0.763717805151176	0.650615901455767	0.712206047032475	0.660694288913774	0.602463605823068
GWD	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.0271218166978932	0.0222165895366187	0.0155971677463131	0.298099108635916	0.307224704959163	0.309215260635779	0.106707317073171	0.0914634146341463	0.0691056910569106	0.816056910569106	0.823170731707317	0.826219512195122
IBS	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.166464007733608	0.154309257398912	0.161565497386438	1	1	1	0.610991379310345	0.59051724137931	0.613146551724138
ITU	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.412214058097766	0.398375816706663	0.35385906192596	0.199870078288	0.181466097531408	0.163084847092752	0.677631578947368	0.668859649122807	0.625	0.68859649122807	0.658991228070175	0.629385964912281
JPT	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.518941797667572	0.517135982050217	0.491223591602295	1	1	1	0.982028241335045	0.982028241335045	0.971758664955071
KHV	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.890866574073255	0.886813892157181	0.867245424637121	0.122655241009457	0.125682762770645	0.118978364442083	0.948538011695906	0.949707602339181	0.939181286549708	0.519298245614035	0.528654970760234	0.512280701754386
LWK	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.0634636780289443	0.0555744700069395	0.0418470656592984	0.287703638785558	0.256564626984392	0.213840769195352	0.26369168356998	0.223123732251521	0.172413793103448	0.794117647058823	0.761663286004057	0.684584178498986
MSL	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.135346001736104	0.130614009970611	0.122833205997927	0.41478175524857	0.449144514242744	0.443656335089011	0.420466058763931	0.421479229989868	0.412360688956434	0.910840932117528	0.930091185410334	0.926038500506586
MXL	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.234348684470774	0.203864575629095	0.172212519294309	1	1	1	0.758139534883721	0.717441860465116	0.654651162790698
PEL	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.376753892067504	0.333494050598376	0.269645888068081	1	1	1	0.902625820568928	0.863238512035011	0.803063457330416
PJL	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.276611882481582	0.24239669045779	0.225541122433761	1	1	1	0.790496760259179	0.735421166306696	0.713822894168467
PUR	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.644295679685204	0.643744932816177	0.588290923566547	0.303460353814092	0.279937007147908	0.287788059738274	0.89344262295082	0.892418032786885	0.868852459016393	0.83094262295082	0.808401639344262	0.816598360655738
STU	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	1	1	1	0.419346040680364	0.367751734224706	0.307006319647609	1	1	1	0.924487594390507	0.899676375404531	0.855447680690399
TSI	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.823708228314459	0.834935628832464	0.851794518251938	0.172626098405131	0.154856122642356	0.146412790871642	0.933260393873085	0.940919037199125	0.949671772428884	0.642231947483589	0.610503282275711	0.591903719912473
YRI	HsInv0068	long	9	76895161	76898138	76898142	76898388	76898394	76906106	247	10938	10945	0.120054542008736	0.125145459611859	0.146764190443264	0.162647964379368	0.155430935398896	0.150164862541762	0.378818737270876	0.395112016293279	0.446028513238289	0.607942973523422	0.590631364562118	0.573319755600815
ACB	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.163292979748423	0.157893447452876	0.147430053857788	0.102274404966956	0.103418989305042	0.109636415879401	0.480923694779116	0.475903614457831	0.471887550200803	0.410642570281124	0.412650602409639	0.433734939759036
ASW	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.289606448634076	0.274062246395823	0.234769643950315	0.0329577057538064	0.0327372701412615	0.0320680196779495	0.650857719475277	0.624621594349142	0.577194752774975	0.168516649848638	0.166498486377397	0.162462159434914
BEB	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.144569316839543	0.188924801835232	0.311015568325541	0.0579499664036782	0.0603358037097517	0.0771527067469788	0.306256860592755	0.374313940724479	0.524698133918771	0.271130625686059	0.285400658616905	0.345773874862788
CDX	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	1	1	1	0.0702789675874301	0.0648287537429312	0.06539493671801	1	1	1	0.40794701986755	0.385430463576159	0.388079470198676
CEU	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.322397205934653	0.291411714283109	0.209543958198448	0.0641448689900911	0.0612584098452201	0.0563645005098572	0.512082853855006	0.487917146144994	0.379746835443038	0.323360184119678	0.317606444188723	0.304948216340621
CHB	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.172266349473744	0.182813617961653	0.217819560297348	0.0290651116609819	0.0295041278325447	0.0327177102005027	0.307317073170732	0.319512195121951	0.379268292682927	0.219512195121951	0.218292682926829	0.241463414634146
CHS	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.246565401211699	0.238135814845487	0.215572287843787	0.0265650527618366	0.0263662917323026	0.0273188219081139	0.35969387755102	0.353316326530612	0.318877551020408	0.161989795918367	0.155612244897959	0.164540816326531
CLM	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.0903675802143748	0.101247231050756	0.147104319208462	0.169178345152724	0.167045483931928	0.17902427865249	0.259753593429158	0.280287474332649	0.368583162217659	0.593429158110883	0.586242299794661	0.608829568788501
ESN	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.0577423021271073	0.0513614881669061	0.0418350659349236	0.0659783825853539	0.0645460898846065	0.0702768490354757	0.200601805416249	0.190571715145436	0.17753259779338	0.287863590772317	0.276830491474423	0.306920762286861
FIN	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.606931359511798	0.640036727715353	0.683735907556856	0.127680594896583	0.108723808514048	0.0924762819284821	0.743083003952569	0.772068511198946	0.795783926218709	0.577075098814229	0.521739130434783	0.474308300395257
GBR	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.500527904865986	0.464446173255701	0.354796319278509	0.098349696979164	0.0888471269795686	0.0720449009950362	0.676214196762142	0.636363636363636	0.531755915317559	0.438356164383562	0.404732254047323	0.352428393524284
GIH	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.134891541840487	0.129004620318439	0.12030368116008	0.0772047343761355	0.0705840027535471	0.0634038570423486	0.28268156424581	0.26927374301676	0.258100558659218	0.35195530726257	0.336312849162011	0.315083798882682
GWD	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.284066787391959	0.314452803466018	0.400709108662345	0.0604795512577017	0.0582575910029265	0.0584417620565556	0.662988966900702	0.710130391173521	0.803410230692076	0.292878635907723	0.281845536609829	0.290872617853561
IBS	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.124668868953904	0.106921745760397	0.0715565748179811	0.0696112497841473	0.0660834290130756	0.0586385547021592	0.292896174863388	0.255737704918033	0.186885245901639	0.366120218579235	0.347540983606557	0.327868852459016
ITU	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.235639732117188	0.246246705180621	0.277725659190844	0.0577792718641732	0.0612227156429251	0.0749713677749491	0.445043103448276	0.455818965517241	0.501077586206897	0.3125	0.322198275862069	0.372844827586207
JPT	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.286307472851423	0.291194988722488	0.302278900778083	0.0947352788297319	0.0901262144300683	0.09358010271354	0.418086500655308	0.427260812581914	0.444298820445609	0.442988204456094	0.424639580602883	0.445609436435125
KHV	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.786056139916312	0.812777497638475	0.862602975767459	0.0743561265005577	0.0701179161112009	0.0765026382289538	0.865361077111383	0.87515299877601	0.916768665850673	0.376988984088127	0.356181150550796	0.385556915544676
LWK	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.128489824845425	0.115911473419357	0.0899322814389304	0.142290343937395	0.141882312222058	0.142384413506009	0.394123606889564	0.370820668693009	0.326241134751773	0.497467071935157	0.492401215805471	0.492401215805471
MSL	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.216683245148476	0.228451931675847	0.200993170932064	0.142065346772087	0.144772313817602	0.147690502111021	0.563691073219659	0.58074222668004	0.536609829488465	0.546639919759278	0.554663991975928	0.557673019057171
MXL	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.163558888784934	0.148421523944453	0.115702562183403	0.0864656742109761	0.0770397825372071	0.0635622358582656	0.319148936170213	0.300111982082867	0.234042553191489	0.423292273236282	0.377379619260918	0.328107502799552
PEL	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.500318520455719	0.508708181617011	0.519929321987299	0.152250913871391	0.142440103524821	0.129835049759104	0.68268156424581	0.688268156424581	0.701675977653631	0.553072625698324	0.531843575418994	0.501675977653631
PJL	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.15228817546808	0.151518365942899	0.155995535710903	0.0659089078335243	0.0632761724286167	0.0615901370920596	0.361353711790393	0.354803493449782	0.354803493449782	0.295851528384279	0.287117903930131	0.277292576419214
PUR	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.0934284487591782	0.073417631819726	0.0379124348951549	0.141238655384025	0.142435074394606	0.135674313281324	0.312309257375382	0.267548321464903	0.164801627670397	0.497456765005086	0.503560528992879	0.492370295015259
STU	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.133567925363366	0.125533035622371	0.11114342199289	0.0513219662880354	0.0491400550182962	0.04821178575003	0.291208791208791	0.283516483516484	0.27032967032967	0.226373626373626	0.221978021978022	0.217582417582418
TSI	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.270962926887889	0.253784632510365	0.194617235850518	0.115920565734747	0.101154011111222	0.0813193827985517	0.485745614035088	0.466008771929825	0.37390350877193	0.473684210526316	0.440789473684211	0.383771929824561
YRI	HsInv0092	long	6	130845431	130848185	130848187	130852294	130852296	130855494	4108	10062	10063	0.125809453197906	0.12099403666235	0.11325029587104	0.0705957086111646	0.0736273530877235	0.0837346874361046	0.380761523046092	0.376753507014028	0.382765531062124	0.322645290581162	0.329659318637275	0.365731462925852
ACB	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0193146208572461	0.0203242126237223	0.0120970497485046	0.00143588978335447	0.000888600670240648	0.000883441309493383	0.153	0.172	0.119	0.022	0.016	0.018
ASW	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0432397766073392	0.0323644772192334	0.0083885091389189	5.36194733217303e-05	2.89942337221209e-05	3.53491342639556e-05	0.25777331995988	0.212637913741224	0.0902708124373119	0	0	0.00100300902708124
BEB	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0365975289698471	0.0409318966466761	0.0560452123316027	0.00119790327050721	0.000679104284179024	0.000505240826808469	0.169948186528497	0.179274611398964	0.219689119170984	0.0227979274611399	0.0145077720207254	0.0113989637305699
CDX	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0231840066987649	0.0156490855805279	0.0116931033170305	7.58926115531041e-05	3.37300495791574e-05	3.45331459977088e-05	0.0771929824561404	0.0538011695906433	0.0432748538011696	0.00116959064327485	0	0.00116959064327485
CEU	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0805099351638231	0.114384329889386	0.0744850037843901	0.00153616708125456	0.00110685575019357	0.00109766193211684	0.246236559139785	0.318279569892473	0.245161290322581	0.0290322580645161	0.021505376344086	0.0247311827956989
CHB	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0169182976642243	0.0116854194906598	0.00967679933019159	0.000451422280330835	0.000176086705093588	8.00394114061764e-05	0.0743243243243243	0.0540540540540541	0.0405405405405405	0.00788288288288288	0.00337837837837838	0
CHS	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0185394237893911	0.0144150721352918	0.0152279562393758	0.000162695520142787	7.33332024288918e-05	7.25317466646417e-05	0.0757238307349666	0.0723830734966592	0.0779510022271715	0.00111358574610245	0	0
CLM	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0181165037596634	0.0234118622607781	0.0425460943427695	0.000790921116758337	0.000490148297709392	0.000508051441700401	0.0934010152284264	0.122842639593909	0.2	0.0152284263959391	0.0111675126903553	0.0111675126903553
ESN	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0262709786116188	0.0198781567502186	0.0112172270892709	0.00104433873106888	0.000684180849289611	0.000858502029114417	0.165330661322645	0.123246492985972	0.0871743486973948	0.0120240480961924	0.0100200400801603	0.0120240480961924
FIN	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0618531313543521	0.0836048041540313	0.119003895576961	0.000932136375447343	0.000767877962022973	0.00102731790107467	0.190919674039581	0.228172293364377	0.291036088474971	0.010477299185099	0.00814901047729918	0.0162980209545984
GBR	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.124548502417249	0.137236742178673	0.157482356863689	0.000390116045504994	0.000301598955097803	0.000482638434120655	0.329254727474972	0.35706340378198	0.388209121245829	0.00556173526140156	0.00333704115684093	0.00778642936596218
GIH	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.13029483517716	0.140071796662138	0.130033419094674	0.000481152017684034	0.000378532873663456	0.000481950610244505	0.381104033970276	0.400212314225053	0.389596602972399	0.00106157112526539	0.00106157112526539	0.00212314225053079
GWD	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0161167394415454	0.0123408076748535	0.00807317729632833	0.000363975983141998	0.000274668898946851	0.000427880163388303	0.128128128128128	0.107107107107107	0.0800800800800801	0.00900900900900901	0.00600600600600601	0.011011011011011
IBS	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0709487195265633	0.0689585562761434	0.0503799470790677	0.00147397982928793	0.00104486665387835	0.00116171624532352	0.221538461538462	0.219487179487179	0.183589743589744	0.0246153846153846	0.0174358974358974	0.0174358974358974
ITU	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0847226299240716	0.0827079102901257	0.0867676119633341	0.000261199267525474	0.000173069438329856	0.000195799756267187	0.29253112033195	0.29253112033195	0.312240663900415	0.012448132780083	0.00829875518672199	0.00726141078838174
JPT	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0281444899345679	0.0255766140382758	0.0340297004184379	0.000594446083419129	0.000358835110450169	0.000254877287624002	0.0976470588235294	0.102352941176471	0.132941176470588	0.0129411764705882	0.00705882352941176	0.00705882352941176
KHV	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0431011519131548	0.0448802822231462	0.0467174062835737	0.00042930234567921	0.00023325560813698	0.000196846928307709	0.148275862068966	0.167816091954023	0.179310344827586	0.0103448275862069	0.00344827586206897	0.00344827586206897
LWK	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0376277919684414	0.0316384730363398	0.015465748582357	0.00176707898509652	0.000979196733206002	0.000598155442619151	0.219978746014878	0.198724760892667	0.12221041445271	0.0361317747077577	0.0276301806588735	0.0191285866099894
MSL	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0233401501879272	0.016310240616421	0.00723844108894163	0.000391870999402069	0.000298568380496815	0.000552272097434932	0.145940390544707	0.121274409044193	0.0637204522096608	0.00616649537512847	0.00616649537512847	0.0102774922918808
MXL	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0615877985538433	0.0534364599901095	0.0433270626445154	0.000304073911137696	0.000177010174289092	0.000115875734861934	0.257173219978746	0.234856535600425	0.210414452709883	0.0053134962805526	0.00425079702444208	0.00318809776833156
PEL	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0272385282343238	0.0312619445170895	0.0585457361845943	0.00330076245495556	0.00252820108645936	0.00277906382659153	0.125792811839323	0.137420718816068	0.212473572938689	0.0634249471458774	0.047568710359408	0.0507399577167019
PJL	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0854450688623412	0.0775727057062131	0.0621621191583315	0.00102486064686652	0.000750899843599087	0.000994952262230336	0.28879753340185	0.271325796505653	0.241521068859198	0.0215827338129496	0.0143884892086331	0.0184994861253854
PUR	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.018424228277022	0.0181642257343118	0.0129798062955004	0.000456308645896144	0.000254785576671976	0.000314805267900475	0.107429718875502	0.106425702811245	0.102409638554217	0.00803212851405622	0.00301204819277108	0.00401606425702811
STU	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0186674240938488	0.0155452912149718	0.0173682260799912	0.000338132448234434	0.0002256874595527	0.000279118766231255	0.0907194994786236	0.0771637122002086	0.091762252346194	0.00521376433785193	0.00417101147028154	0.00521376433785193
TSI	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0667097810652946	0.0569987634916971	0.0429607574641144	0.000429288143707797	0.000280872540121086	0.000425697443621022	0.251821019771072	0.23309053069719	0.198751300728408	0.00832466181061394	0.00624349635796046	0.00936524453694069
YRI	HsInv0095	long	4	88843260	88847163	88847165	88858698	88858701	88860812	11534	17550	17552	0.0176190135351154	0.0114805616440391	0.00442467319136025	0.00208236973278571	0.00158688881257283	0.0018497160314678	0.143143143143143	0.108108108108108	0.045045045045045	0.021021021021021	0.017017017017017	0.018018018018018
ACB	HsInv0097	long	3	107699821	107719820	107719846	107741053	107742133	107762132	21208	61208	62311	0.0106254268415594	0.0147351401114806	0.0191624729281986	0.0157932001212847	0.015059380273462	0.0150149303962548	0.23	0.288	0.339	0.361	0.35	0.351
ASW	HsInv0097	long	3	107699821	107719820	107719846	107741053	107742133	107762132	21208	61208	62311	0.00268567704733506	0.00288973584259826	0.0100872751004073	0.00888653404518811	0.00894094788107757	0.00986479154734679	0.066	0.071	0.218	0.263	0.259	0.292
BEB	HsInv0097	long	3	107699821	107719820	107719846	107741053	107742133	107762132	21208	61208	62311	0.0271463893562636	0.0248576669920354	0.0247930996501969	0.00859507559670856	0.00914976382882425	0.0100238663484487	0.275551102204409	0.268537074148297	0.265531062124248	0.243486973947896	0.259519038076152	0.277555110220441
